3002.7630,-3.0000,0.0000,-1.0000,1.0000,-4.0000,0.0000,-4.0000,0.0000,0
3007.7630,2.0000,-1.0000,1.0000,-1.0000,1.0000,2.0000,-2.0000,1.0000,0
3012.7630,-3.0000,0.0000,-3.0000,-1.0000,3.0000,0.0000,-1.0000,-2.0000,0
3017.7630,-1.0000,-1.0000,-3.0000,-1.0000,-2.0000,1.0000,1.0000,-1.0000,0
3022.7630,-1.0000,-1.0000,-3.0000,-1.0000,-2.0000,1.0000,1.0000,-1.0000,0
3027.7630,2.0000,0.0000,-1.0000,-2.0000,2.0000,-2.0000,-2.0000,0.0000,0
3032.7630,-1.0000,0.0000,-1.0000,1.0000,0.0000,-1.0000,1.0000,1.0000,0
3037.7630,-2.0000,-3.0000,-1.0000,-2.0000,-1.0000,-1.0000,-1.0000,0.0000,0
3042.7630,1.0000,1.0000,-3.0000,-1.0000,-1.0000,-1.0000,1.0000,1.0000,0
3047.7630,-3.0000,-1.0000,-1.0000,-1.0000,0.0000,1.0000,-2.0000,-1.0000,0
3052.7630,-2.0000,0.0000,0.0000,0.0000,-2.0000,-1.0000,2.0000,-1.0000,0
3057.7630,1.0000,2.0000,0.0000,-3.0000,-1.0000,-2.0000,-3.0000,0.0000,0
3062.7630,-1.0000,-5.0000,-1.0000,-3.0000,-3.0000,0.0000,-1.0000,-1.0000,0
3067.7630,0.0000,-2.0000,0.0000,0.0000,2.0000,-3.0000,-1.0000,-4.0000,0
3072.7630,0.0000,1.0000,-1.0000,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,0
3077.7630,0.0000,1.0000,-1.0000,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,0
3082.7630,-1.0000,2.0000,0.0000,0.0000,-2.0000,-3.0000,-1.0000,-1.0000,0
3087.7630,1.0000,-1.0000,-2.0000,-1.0000,-2.0000,0.0000,1.0000,0.0000,0
3092.7630,1.0000,-1.0000,-2.0000,-3.0000,-2.0000,0.0000,-1.0000,-1.0000,0
3097.7630,-2.0000,0.0000,-1.0000,1.0000,-2.0000,-1.0000,-2.0000,-1.0000,0
3102.7630,0.0000,0.0000,0.0000,2.0000,1.0000,1.0000,-1.0000,0.0000,0
3107.7630,-1.0000,0.0000,-2.0000,-2.0000,-1.0000,-1.0000,2.0000,-2.0000,0
3112.7630,-1.0000,0.0000,-2.0000,-2.0000,-1.0000,-1.0000,2.0000,-2.0000,0
3117.7630,-2.0000,-3.0000,-2.0000,-3.0000,-2.0000,1.0000,-2.0000,0.0000,0
3122.7630,-3.0000,-1.0000,-3.0000,-1.0000,2.0000,-2.0000,-2.0000,0.0000,0
3127.7630,-3.0000,-1.0000,-3.0000,-1.0000,2.0000,-2.0000,-2.0000,0.0000,0
3132.7630,2.0000,1.0000,1.0000,-2.0000,-1.0000,0.0000,0.0000,-3.0000,0
3137.7630,-1.0000,1.0000,-3.0000,2.0000,0.0000,0.0000,0.0000,-3.0000,0
3142.7630,-2.0000,-1.0000,-1.0000,-4.0000,-1.0000,-2.0000,-1.0000,-2.0000,0
3147.7630,-3.0000,-3.0000,-3.0000,-1.0000,-2.0000,-1.0000,0.0000,1.0000,0
3152.7630,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,-1.0000,1.0000,0
3157.7630,-1.0000,0.0000,0.0000,-2.0000,-1.0000,0.0000,1.0000,1.0000,0
3162.7630,-1.0000,0.0000,0.0000,-2.0000,-1.0000,0.0000,1.0000,1.0000,0
3167.7630,-1.0000,-5.0000,1.0000,-2.0000,-1.0000,-2.0000,-2.0000,-1.0000,0
3172.7630,0.0000,-5.0000,-2.0000,1.0000,-3.0000,0.0000,0.0000,-1.0000,0
